text,label
鲸东JD百货,2
流量卡密探老白杨,1
忘词达人,1
三无少年,1
怡俄服饰,1
老隐记,1
nvshengji,0
美琪麻麻Meggie,1
子惠的家,1
大喵很好奇,1
无愧与心,1
千总网创（机房搭建灵境联盟）,1
飞飞好物精选,2
王子恒-,1
严为民,1
麗人面箹,0
昕玥,1
红哥电影解说,1
mipo蜜扑童装旗舰店,2
北服,1
ncsb8888,1
格莱·宾度,0
K-gold,0
HUKO乎刻官方旗舰店,2
JIN_君君,1
潘朵拉的美妆盒,0
大三湘,0
福牙乐日化,2
天使之泪官方旗舰店,2
FLORTTE,0
好麦多,0
唯家小店,2
光标娱乐,1
小兰兰无剧不欢,1
艾妮商行,2
黛诗澳官方旗舰店,2
金富莉,0
我不妮姐🍯,1
洞鉴历史,1
三谷TriptychOfLune官方旗舰店,2
阅思客,0
东吴小清,1
鞋途同归,2
梭信百货,2
Mericle谨言男士理容专卖店,2
太阳,0
鑫鸿达,0
姗姗一笑倾城,1
MM3,0
明亮哥-柳州家居董事长,1
电影默杀,1
吃饭排名第一,1
Hemi赫秘杭州清落网络科技有限公司专卖店,2
兵马俑小范,1
@伊梦,1
凡花悟女装,2
泉利堂官方旗舰店,2
【机油适配】阿柯,1
大·娟,0
女性高端护理,2
伊芙妮化妆品专营店,2
真丽斯官方旗舰店,2
林一睡着辽（助眠）,1
经典情诗,1
晴天见🙈,1
娇姐辉展高端进口水果🍒,1
南北特食品旗舰店,2
孟繁淼 最嘚瑟‼️,1
藏剑山庄,0
洁舒颜旗舰店,2
小宝贝早教益智儿歌,1
花皇衣族,0
帅真财经,1
喜莱卡沃泉专卖店,2
玺吻,0
赢鱼,1
好管家,0
菲时达卫浴,2
飘柳内衣旗舰店,2
白盐先生JaySin,1
足钬足钬,0
郎哥袜子供应链,2
Cenovis,0
HANG YI YI,0
婵润官方旗舰店,2
小表姐,1
久诗服装店个体店,2
温喆,0
PRENOMEN,0
姜峰真的苟,1
“娜”样说,1
CILLE希乐餐饮具旗舰店,2
悦享设计,1
卡露雅,0
迈洁斯梓定起量清洁用品专卖店,2
文文（模拟飞行）✈️,1
迈宝赫,0
伊帕尔汗旗舰店,2
迷迷糊糊,1
本草丛,0
乐思健,0
中国人工智能学会,1
恒源祥诚进内衣专卖店,2
XuanGuoQi官方旗舰店,2
口乐汇官方旗舰店,2
南姐解难题,1
羊羊小手工,1
泓一,0
米多多优选服饰,2
壹荆堂,0
THE GLENLIVET,0
MARS*GEOME,0
麻婆婆美妆,2
太空人车品店,2
阿庆嫂服饰,2
《哈尔滨》饼哥,1
清北道远,0
Curel,0
罗蒙衣柜旗舰店,2
剪映深圳市脸萌科技有限公司专卖店,1
小嘿果影视,1
Qiaofang,0
重庆菲尔❤️生活号,1
广西云姐,1
古田兔官方旗舰店,2
臣韩服装店,2
Miss周淇,1
原宿数码工厂店,2
紫苏🧡是个白羊座,1
BALNUTRIFED,0
陈小星爱搞笑,1
阿忠与小夕,1
文高,1
艳子 ❤,1
zhihui,1
英语雪梨老师（早上8:00直播),1
电视剧珠帘玉幕,1
工业帮杨锐电工电气,1
婉儿绘画,1
蔚蓝女装优选,2
米果丽食品店,2
agv,0
洁美芬官方旗舰店,2
精明鼠,0
恒一严选,2
大酱电影,1
保瓶儿,1
府宝（边抗癌边搞旅游版）,1
忆小萌食品,2
熙宝kids母婴,2
陶白白Sensei,1
笨小曦村花,1
弄花人佳萌,1
剧说短剧,1
盛御卧龙轩,0
RYMIC,0
云千千,1
以城待人好物推荐,1
DAFENG,0
VG.moza,0
首仕,0
石一昆味威海馆,2
蓬盛,0
cp健身运动（老板娘号）,1
美食教程,1
蒲雨森（装修版）,1
大皮游戏怪兽,1
商教（力量&塑形）,1
汉鲨旗舰店,2
芳染优选,2
鱼乐+,1
李子园官方旗舰店,2
京盏草,1
TEHAO特郝女装旗舰店,2
魅诗特,0
粒博士,0
洛希达绮,0
哈尔滨蓝一火网络技术有限公司,1
大冰,1
马大娘,0
莲儿音乐,1
龚宏,1
段希帆,1
《东北活宝》新歌《尔滨就是我家乡》🔥,1
几里五店,2
常州百信（黑哥 ）,1
小零儿,1
袁小玫在北京,1
千肆,1
棉尚记忆cottonfad洗脸巾旗舰店,2
舞林一分钟（热舞教学）,1
宝藏姐妹团【优家极物】,1
颜值百分百,0
群锐专营店,2
妇炎洁护肤旗舰店,2
Nicole王若晰的日常,1
Gionee智语专卖店,1
唐造女装旗舰店,2
SAMICK,0
啄木鳥凡易专卖店,2
广州百年喜服饰,2
诸暨市慕瑞针织有限公司,2
燕谷坊官方旗舰店,2
是涂涂呀,1
一茗Yummy,1
多情猫女装旗舰店,2
张凤霞,1
牛牛精品,2
滤萤鞋店,2
小猪.,1
星随影动🎬,1
迈盟,0
LOWA,0
蔓越莓道理,1
王铁头小朋友,1
牛牛67,1
🐬大莹莹,1
明星娱乐圈,1
夕妍娱乐,1
康羙鹿,0
杨名店,2
卡杉服饰旗舰店,2
oudike,0
JACOPONNUS,0
暖心视频,1
幸福西饼,0
三知情,0
我杀猪了,1
摩托进化  MOTO视频百科,1
泸州蓉蓉,1
木卡村男装穿搭,1
森木,0
it's skin,0
小囧同学圆感食品专卖店,2
海记私房菜,1
baymak,0
王岳刚,1
巴山粹,0
故乡是长安,2
CCTV4,1
卜珂零点卜珂专卖店,2
王大伟教授工作室,1
AL19610927,1
傣乡园,0
群盟名品壹店,2
刘依菲,1
东方网,1
休洗运动户外旗舰店,2
神火,0
王小君,2
木色服饰,2
yibeier,0
MJ（,1
世界看好剧,1
临食有约,0
马支巧,1
海掌柜,0
MAGIC GEM,0
钦鲜生,0
双扬优选,2
OH MyFood,0
是花总吖,1
大妮妮外贸,2
聪仔,1
hanxin,0
thetree官方旗舰店,2
西游仙策篇,1
银桥,0
Eweis柔顺工厂店,2
依帆佰顺童装,2
xiaowangzi,0
💞真心换真情 🎤🔥🔥🔥,1
诗诗追剧,1
聚美荟美妆专营店,2
小方。,1
彤彤好物（剧场版）,1
海天云海海鲜,1
开心果宝贝,1
太平Pacific官方旗舰店,2
辰,1
高洁丝个人护理旗舰店,2
鲜咀咀速食旗舰店,2
战神特（暗区突围）,1
珈宝广场·温泉湾,1
石爷短剧,1
Z&K,0
楚老师谈健康,1
岁月静好🙏🌴🌴,1
焊工小付 沂南焊培,1
光大远程小姐姐,1
小蝴蝶🦋,1
风满坡,0
DDC,0
龙浩的朋友圈,1
小主姐,1
机械瑞克,1
羊咩咩,1
忆朵图书专营店,2
無为优选,1
科净威香薰旗舰店,2
Dior迪奥美妆官方旗舰店,2
TAIC,0
夜听德云社,1
徐艳芳,1
八号服装店,2
珍珠奶奶,1
壳壳十佳,2
高新区狮山偶集服饰百货商行的小店,2
冰飞,0
美点优品,2
JOVISSE个人护理旗舰店,2
长沙周哥,1
茵琦,0
御品坊,2
架子手作,1
云朵艾杨,0
sovz,0
所幸滋补行,2
ZHIFANXI,0
dreame,0
雨晗家服饰精品严选（直播中）,1
邹男小叔叔,1
汤易困,1
发滋然,0
不二家,0
果逍园陕西众信之邦商贸有限公司果蔬专卖店,2
yuyu优选,2
ZEISS,0
淘气包队长,1
郭胜涛,1
Xprinter,0
肖老师满分思维,1
小神一起努力💪,1
王丽,1
JIMOK,0
四海控股奢品聚宝阁,2
小發喵女鞋,1
美界美妆专营店,2
仙女味的廉静,1
超哥出差看世界,1
原阳融媒,1
多伦保罗,0
美食  胡锅锅,1
卡布叻_周深,1
憨豆熊干货旗舰店,2
邓皓文Calsito,1
泰摩日用百货,2
小怡师妹,1
乔乔穿搭工厂店,2
房车旅行莹莹,1
法式精致生活,1
金浪莎麦诗瑶专卖店,2
Suncha双枪官方旗舰店,2
辰穆,0
辉仔D,1
草莓果酱,2
GUANYEE,0
琅琅脆官方旗舰店,2
希瓦娜企业店,2
燎原车品,2
SUNINLIFE建材家居,2
果江南供应链,2
美丽(居家）健身,1
Kong WENG,0
翡乘山翠,0
二狗子游戏解说,1
子母依,0
前山四时,0
小浪冰,1
LANFAIR,0
骚羊(无人房),1
木莱,2
MB,0
茵可可官方旗舰店,2
宾渡,0
里季增选,2
OMTO,0
倍耐·威登,0
81152840030,1
懂车帝直播买车,1
胖祖,0
Kizuna_AI绊爱CN,1
娜娜爱说车🚗,1
胖七食品,2
小随风🐬,1
思氧服饰旗舰店,2
静之润纸品湿巾专营店,2
华硕傲睨DIY电脑专卖店,1
白玄冲,1
夏贝尔,0
杀心成焚,1
冯姿家居,1
优焕商贸,2
子恒海外之旅,1
微笑管理局,1
TYMO,0
Temi糖米玩具旗舰店,2
ZUIXIANGXIAOCHU,0
可口可乐冲饮旗舰店,2
康康和爷爷,1
薇米原创牛仔,2
奥特曼玩具小晗晗,1
素素受,0
Ou Shi Yuan,0
六舜珠宝饰品店,2
衬景,0
驾考宝典,1
悦丽,1
喵喵的喵,1
懒人电影,1
村长（丽飞）,1
汽车人老徐,1
3515,0
皇后教武术,1
跑来跑去官方旗舰店,2
漓泉,0
彩虹袜,2
奥珀丽,0
拾里。,1
悟宝好物,1
星芝亮女装旗舰店,2
佳佳调味铺个体店,2
杜康,0
小许爱撸妆-,1
顾家生活工厂店,2
湘佳,0
远望严选数码,2
婧语美妆坊,2
博学路姐,1
陈一凡茶叶旗舰店,2
许晓诺,1
iM,0
涵姐优选食品商行,2
话承,0
鹏杰食品专营店,2
鬼洗,0
ZZTPY渔具供应链河南总仓,2
万鲜集盒想购生鲜专卖店,2
小猫咪豆子,1
万颐本草,2
橙子乡村行,1
Ziv紫薇,1
麦富迪,0
大河看法,1
六丑,0
板板快跑,1
乙木品川,0
容锦生活洗护清洁旗舰店,2
杭曼男装（冲刺70w粉）,1
雪中飞内衣品牌严选,2
沐白出逃记,1
众创图书专营店,2
老雷魔兽,1
莉莉店铺号,1
太弟自媒体,1
Pot de miel,0
海洋8848,1
韩大叔,0
雅馨绣坊手工编织-雯雯,1
BIODERMA,0
爱小美品牌,2
康洛薇,0
FangGuang,0
优公管,0
EOENKKY,0
克妮斯汀,0
倍爱数码,2
喜多宝,0
小星短剧,1
恋爱记录（孕中期）,1
护肤 问莫嫡,1
大连艺佰国际贸易有限公司,2
容容老板娘,1
琪琪帮选车,1
石头与金莲,1
金钰儿《风雨中的诺言》原唱,1
芸小云（家有四个宝）,1
羽毛球爱好者,1
斯福,2
来份芥末章鱼,1
鑫亿友,0
Taste Matters,0
阿波兔吃灯,1
脆皮甜彤,1
腾岩、美食测评,1
红黄绿,0
LXMMZ1231,1
北京嘉庭律师事务所,1
王子清·赶马商城,1
半半一家,1
晴晴Baby,1
詹发源男士假发补发（总号）,1
蒲恋,0
美嘉琪,2
元界食品专营店,2
李店主,1
妍姐旅行日记,1
小马在德国,1
PURITY YH,0
台儿庄融媒,1
丽姐爱锻炼,1
澳曼琳,0
YUEMENGQIANNIAN,0
哈欧典,0
皮肤科晋主任,1
圣迪乐村,0
目兔,0
陈哥刘嫂随拍,1
SIC D无形(漫剪),1
头印象,1
婴彤贝贝童装厂个体店,2
清子私服,2
三分钟推理,1
快抖,1
皮乐（干将）,1
茶百道ChaPanda,1
无心芭比,1
JVM佳姐1店,2
运佳乐家饰旗舰店,2
鹤王,0
曳步舞~晓艳,1
陈导（本人）,1
沐光而行(罗宝),1
郑大大严选女包,1
何箫宇,1
小高（美食分享）,1
弯弯酱,1
tG老哥,1
鱻谣,0
美霖儿💡,1
种地吧赵一博,1
Eric 许涛（术后两月恢复80%）,1
爱得利,0
小桃学姐,1
小苹果,1
升旭商贸企业店,2
花之雾,0
剧顶顶,1
gumao,0
祖雪堂,0
育儿知识教育,1
金铲铲火生（叶神传媒）,1
池池甄选好物,2
yuanbo,0
RE'VAN,0
鑫享电港,1
邓贞贞,0
佟老师健康课,1
嘉典,2
睿喜好太太,0
樊范儿二号店,2
奥轩优选优品,1
🦄声优怪物允溪,1
Concha y Toro,0
曹操来了,1
适慕,0
KANGZYUAN,0
泰老椰2号个体店,2
SERSANLOVE,0
玖烨商店,2
八庆好货,2
聚美品,2
CKbebe婴童用品旗舰店,2
抖选家居用品,2
马大帅企业店,2
百年盛飞酒类专营店,2
摩时渔鱼,0
KOHOJO,0
大方哥,1
MCKAKA,0
品德芳,0
小豌豆母婴用品店,2
表哥优选精品店,2
妇科医生RizWangul热热,1
多美迪,0
DABAO,0
东海县麻哥优选百货店,2
COCO永利巧克力2号店,2
家有儿女官方,1
儿科老李医生,1
莉哥女装工厂店,2
佩佩T99,1
小静静呀,1
DJ铁柱Remix,1
芯烨,0
微亚数码,2
铁锤姐姐,1
鲸鱼妹妹,1
服饰小店123,2
冲冲百货,2
庞逸宁_,1
博览历史,1
小野兰,1
汪汪队（医院趣事）,1
野人谷,0
滋色,0
铠斯,0
蔻依,0
海洋阿姨,1
111111hhhhh,1
中国银联,1
贝肽斯旗舰店,2
土豆精英,1
littleMO&Co.官方旗舰店,2
何翯,1
放松滴🏀阿琪,1
佰草诺茶叶旗舰店,2
衣颖薇娜,0
莱阳市袋鼠口袋零食店,2
帅脸熊,1
天合香调味品旗舰店,1
京猫王,0
浩哥说点儿事,1
付美,1
帅仔零食屋,2
黛安蒂护肤线上店,2
邱天9月17号美丽新发现新品震撼发售,2
知康餐饮具旗舰店,2
猫邦,0
蛋仔饭特稀,1
天心水秀,0
攸乡小胖,0
小顾学姐,1
橙柿互动,1
格风百货优选,2
爱得菲,0
品味粮仓,2
蓝猫服饰工厂店,1
于钦然,1
呼吸者,0
ABC官方旗舰店,2
乐町,0
良佳（为爱前行）,1
佘詩曼,1
数学学神宋宇💫,1
开封-虎哥,1
小音学姐,1
不爱减肥的郭飞,1
晴晴女装,2
四小姐,0
马应龙八宝,0
今天白梦妍更新了吗,1
拾翠坊官方旗舰店,2
流氓兔🐰,1
精灵兔旗舰店,2
雅质潮玩手办屋,2
雄解供应链个体店,2
Worx威克士电动工具,1
风格指南服饰店,2
广州熙薇,2
歌宝莲,0
邹大花,0
鞍山-大晨辰,1
jinyuyiping,0
星座疗伤师,1
泰蜜,1
CONTEC,0
台州盛竞密封件,2
lavee dela,0
林秋天,1
港泰奢品（熊二）,1
Earnail,1
棉小憨,0
阔土良田,0
蓝企严选,2
每日人物,1
哆啦追剧,1
liuyiduo,0
JSM美妆小店,2
959抖安康,1
塞北,1
Pink Bear,0
品味人家,0
玉林晚报,1
数码方同学,1
Omega,0
关汤包,1
Miear,0
全食物日记营养膳食专营店,2
浮生若梦《爱剪辑》,1
艾帝达姆,0
豪飒3店,2
史努比迪汇专卖店,2
于有鱼（180斤版,1
宇桐非《感动天感动地》,1
若有所思CS,1
达铁姐弟,1
大川哥美食,1
谨瑄服饰旗舰店,2
佳思敏,0
王者偷塔老六君,1
大众网,1
211文具甄选,2
雀友,0
"""Peak, Muscovite, mica muscovitum""",0
走山人与狐,1
珀宝利,2
王丸丸美人鱼,1
LTS,0
依得琳,0
采猫优选,1
有才食品旗舰店,2
Mardi Mercredi服饰旗舰店,2
华人影视Cut,1
观鱼娱乐,1
美食街个体店,2
O-DOG舞蹈室,1
ML&LQ,0
熊熊塑业,2
美尼蜗,1
LYVY,0
匠心服装店,2
悦诗娇美妆A店,2
大乐鲜果甄选,2
贝里严选,2
司马军师,1
汽水音乐,1
银满满生鲜食品店,2
黛森妮,0
上海美食,1
waw51788,1
三一阿蜜go,1
陌煞,1
EDDADIOR,0
济南市中正荣凯调解协会,1
肤浅的江江,1
西瓜啊西瓜,1
彼拉博,0
娟子@八月,1
丹蓝汽车用品旗舰店,2
澄妈工作室,1
卓士琳,1
甑礼御京香食品专卖店,2
金铂喜烹饪用具旗舰店,2
佰楠,1
玫瑰基地,1
浙江城市之声,1
东北萍妹儿,1
贵美人美妆专营店,2
爱佳生活工厂店,2
原畅百货个体店,2
坤哥哥.,1
大宋放映厅,1
fccni内衣旗舰店,2
丸之初,0
百洛,0
Charles1950,1
抖三哥,1
新营销然姐,1
予英食品店,2
文姬追剧,1
金夫人,1
睿哥的江湖,1
SANTOUBIAO,0
龙掌柜总店,2
达斯登,0
W W服饰的橱窗店,2
斑马官方旗舰店,2
糊涂宠,0
天马甄选,2
艾达客,0
抬头见喜,2
丞默文化,1
妍妍家服装商行,2
guloo,0
娱圈看官,1
孟孟姐青少年服饰,2
柯芙莲,0
雅禾供应链,2
古爵乔治,0
三个六,1
浅墨入画个体店,2
蝶雅丝洗护清洁旗舰店,2
MashiMaro,0
漠小曼,0
PONY LASH,0
北师大老金,1
我们的冷暖人生,1
NEUROLAB,0
摩调好物严选,2
素味厨具旗舰店,2
荣飞户外钓鱼直播,1
泉州后浪,2
杭州森比（老板娘来了—进来聊聊天）,1
潮迹官方旗舰店,2
允泽⚜️家禾【JH】,1
拜迪生物,0
三木化妆品,2
XiRuo,0
金言话亲子,1
YINGSAI,0
小胡女装工作室,2
魅力男神东方牛,1
思谷饰品,2
夫妻智慧幸福文化,1
杨胖胖（必发财版💰）,1
爪大娘,0
刘文(40岁备孕2胎)水微记七子粉创始人,1
汝新美肌,0
牛晓年,1
Jo姐-growwithjo,1
大道化,1
水晶宣传大使-周程程,1
鹿鹿好饿,1
贝辰乐百货,2
萱辰服饰店,2
小小好物~,1
@开心哥,1
IUIUG,0
小溢XiaoY,1
高慧真,1
弯指老师教电子琴,1
唐僧优品,2
毛头,1
祁么么,1
心脏,1
茵自然官方旗舰店,2
周峻伟医生,1
南哥纯棉抑菌袜,1
OPPO手表官方直播间,1
豆豆原创睡衣,1
Haut Ton,0
众所周知商贸,2
帅亭好物个体店,2
墨香文具,1
丽江千古情,1
临食有约官方旗舰店,2
丁郑美子,1
二虎,1
小星科普宇宙,1
如山官方旗舰店,2
贝依和哥哥,1
优利德,0
拜飞,0
庞大妈,1
圣士糕点旗舰店,2
止于心影视混剪,1
汤镇业,1
迎迎优选品,2
柒牌官方旗舰店,2
掘味,1
巧慕标,0
DAWN FOREST,0
赛霸,0
小余厨房,0
百消丹,0
海西晨报,1
🌟芸漫,1
膳魔师,0
八妹76,1
CNTIME,0
美唇研究中心,2
纾瑶驿站,1
皖 邵文,1
瓜田班长,1
鸭鸭跃铭服饰专卖店,2
木子夫人,1
品健食品,2
仙姑爱运动,1
店员啊龙,1
闰土打游戏,1
睫天姿美妆,2
星兔官方旗舰店,2
优乐荟,2
林区小阿龙（山货小王子）,1
官耳—燕窝粥自营精选,1
micisty,0
格格银楼,0
元梦之星柚子酱,1
张碧晨Studio,1
湖州淘尚童服饰有限公司,2
破先生,0
小梵天食品,2
茂隆元老六,0
晓弗麦铂吉内衣专卖店,2
景尚图书专营店,2
林小二官方旗舰店,2
Dr.Roelof生物口腔护理专卖店,2
单身妈妈雪儿《🌹》,1
顺财五金机电批发配送,1
钓鱼台,0
斌选黄记火锅丸料旗舰店,2
西安晚报,1
谷泰旺,0
林斯,1
连山区酱侠食品商行,2
LINCHUN,0
恒一优选生鲜,2
逆向思维论,1
changyun,0
家之物语官方旗舰店,1
赵肉丝cici,1
童棱棉品袜子工厂直销企业店,2
军哥聊电影,1
用户3494975注销中,1
皮皮小萱,1
李老鼠说车,1
孙大婶,0
渔丰八方,0
地理研究所,1
钱小娱,1
谢思埸,1
淡淡糊,1
泊语,0
木子,1
达不溜家原创童装,2
四川交警,1
meidi,0
咖啡影视,1
扒姨太不疯,1
思达林,1
渝六六,1
拉法芮,0
努宾,0
白洛商行,2
荒尾,1
芙康德尼,0
厨伴,0
迷阳鲜果蔬,2
自我提升,1
樱物语,0
小月翔💫²¹¹⁸,1
1000种中草植物,1
FORDARE,0
三极歌单（三极字道）,1
我想有个孩子,1
妙磊商贸企业店,2
feiyou66666M,1
玩机技巧,1
阿豆小铺,2
燕壹壹,0
胡观世事,1
华仔家常菜,1
YVMIN,0
分米官方旗舰店,2
卓依婷,1
BESTHOME官方旗舰店,2
青叶…,1
XINGJIA,0
ALICEHEBN美妆店,2
欧丽琦美妆旗舰店,2
嗒囜,0
多乐麻麻MM,1
CCCDRLEE,0
倾龄PANDAS  BEAUTY小店,2
薇薇轻奢,1
LUSHIKA,0
陈林娘家168,1
李小哲啊,1
海小川,1
直哥翠花,1
OLI给,2
包三岁,1
优咔迪童装制衣厂,2
RL,0
是77呀.,1
荣耀俱乐部,1
立白大师香氛家居旗舰店,2
跟我回四川,1
防地铲男孩,1
瑞dear,1
DeRUCCI慕思家居,1
JULYGARDEN,0
CaileKelin官方旗舰店,2
鑫姐穿搭小技巧,1
顾凡没睡醒😪,1
AMADIS DE GAULA,0
慕偲汀内衣旗舰店,2
喜芝弘,0
韩妃,0
格调宣言,0
Cleer,0
轮子姐姐（停播休息身体几天）,1
柒树,0
简木,0
重口💗小萝莉,1
余杭吃耍成都,1
MengLin优选,1
暴躁小枫,1
硬控娱乐家,1
曾老师揭秘营养,1
艾特柔,0
dylvm4t07wr9,1
WALNUTDUCK童装旗舰店,2
今粱王,0
青岛尚等童装,2
佳梦睡衣工厂,2
雨宝官方旗舰店,2
动漫庸人君,1
酒仙网卖场店直播间,1
BENTIDEA,0
萱萱服饰工厂店,2
可凡倾听,1
珊珊姗姗——换滨海珊珊,1
思维教育馆,1
HARPIC亮湃旗舰店,2
舒味宇程乳品专卖店,2
和谐三妹博雅莉服装店,2
御膳味,0
传化官方旗舰店,2
梦创知味章丘老铁锅,1
良心家居百货店,2
LADES,0
46199141360,1
Dream Bella,0
白日夢想家,1
烧包谷,1
UEFA欧洲杯,1
逗米兔,0
娜熙雅内衣旗舰店,2
筱筱星球,1
飞儿玫瑰,1
山研山东丰沛农业科技有限公司园艺专卖店,2
花黔妹,0
视界风美妆,2
萌厨日记小食光,1
嗨吃哆速食旗舰店,2
方大南创业故事汇,1
Helen Keller,0
优信旗舰店,2
亿家优品店,2
天山,0
欧邦驰,0
VINCENT&KARINA,0
刘辉慧,1
嗨吃家,0
牧鱼好物,1
海洋主义官方旗舰店,2
等风来ㅤ,1
琪克力🍫,1
简月,0
文文要做超模,1
Skandy,0
内衣,0
仙妹在广州,1
则道,0
卓娉内衣旗舰店,2
华纳优品优选,2
简棉,0
珂蒂丝,0
魚 木 腦 袋,1
亮姐手舞教学,1
橄榄/联盟记者.,1
纪录片人陈钦,1
YYDS服饰定制,2
python导师-海伦,1
李雅茹的小店,2
云南鲜花农场直销店,1
好味鱼,0
优翼,0
zaoxun,0
西卡船长,1
饭饭twinkle,1
象棋郑惟桐,1
乐池花卉,1
水秘舒,0
凯玲kellyn,1
诗尔,0
咚咚官方旗舰店,2
柯卫士KEWEISHI数码旗舰店,2
德佑官方旗舰店,1
侯老师雅音音乐课堂,1
王上榴,0
木目心茶器,1
川南二妹,1
文 文,1
顽皮的小面团,1
小李子,0
初蔓个人护理旗舰店,2
红姐大码女装工厂服饰,2
爸妈指北,1
百科片场,1
小先生（本人）,1
NINEDAO玖岛服饰旗舰店,2
迈斯达工厂店,2
居厨厨官方旗舰店,2
蒋雨田,1
TIAN DI LIANG REN,0
开封大蒜姐生鲜店,2
友叔父子,1
喜食巷甄选,2
利刀斋,0
正雨,0
梵西,0
伊明食品肉制品旗舰店,2
飞狗MOCO玩具屋,1
治愈音小熹,1
憨憨有东xi,1
贵州李妹,1
戈雅,0
蓝小家小两口心选蓝莓,1
小黄来了,1
赏俏,0
娟娟❤️,1
幻音坊（恭迎少主）,1
忘川针织,2
乐食小屋零食,2
品彩国际官方旗舰店,2
亦橙追剧,1
🥀₅²⁰💃余生有你足够🦹¹ᶟ,1
小懒官方旗舰店,2
天机妹,1
科盟,0
牧歌探影,1
John Jeff官方旗舰店,2
魅力猫鞋类旗舰店,1
龙凤胎方方妈,1
强丰禾圣企业店,2
天天里12月3号正宗哈尔滨红肠,1
赞美面膜2号店,2
陶鹿鹿,1
vibraforce Biodynamisation,0
少少食品旗舰店,2
李二娃,1
酒窝夫妇,1
壹朵优品店,2
吸金小兔,1
伊人风尚,2
车同学,1
罗院长父母课堂,1
梵珂尘,0
阿拉丁生活家🏠,1
余潮洋,1
西安发布,1
龚明威violin,1
KISS MAX首饰,1
香港sasa旺角店,2
花花草草总随缘,2
琦梦家纺店,2
仙客乐食品旗舰店,2
乐渔者,0
团圆人,0
极简学习-学霸驾到,1
美立森男装官方旗舰店直播间,1
今今_Jennie,1
文史风云,1
王大憨,1
好仟金,0
佳少严选,2
凯小晴,1
六养,0
因恋旗舰店,2
又觅,0
景昊妈妈,1
高贝,0
表姐表姐,1
耐家,0
弘阳珠宝,2
小伊1号个体店,2
Max妈妈（混血宝宝）,1
陈浩岚（收手机）,1
华丽护肤严选店,2
CURLYSHYLL,0
BIERDAN,0
果庚饮品,2
少女食南京,1
正暖,0
深蓝保,1
军情大揭秘,1
全聚德,0
LiBiQuan莉碧泉 11店,2
猪猪侠,1
阿光的快乐生活,1
明华饰品,2
SAYYES,0
抖抖在纽约,1
尼古拉斯兆恩,1
艾轩,1
帅的不平凡、,1
觉西施家纺直播店,2
国防教育频道,1
欧韵护肤,2
汾西融媒,1
EPZ,0
甜小妹麻麻,1
飚榜纸品湿巾专营店,2
二少啊二少,1
LINKFAIR,0
徽味佳,0
相山官方旗舰店,2
艾米_素素,1
胭脂花田,0
北极之源美妆旗舰店,2
小罗认知说,1
初一吖,1
达西🎵🎹,1
百利官方旗舰店,2
龙漾供应链,2
童言电影,1
马岭亮仔(小舅子),1
中华网新闻,1
酱倒三缸 酱官方旗舰店,2
郓城大亿农机经营中心,1
狼特,0
LUGE,0
宝婴美婴童个护旗舰店,2
William&Beta,0
点姐🐵,1
奇怪冷知识,1
尘飞日用百货,2
原锅酒,0
暖牧歌,0
天津零零发商贸有限公司,1
小雨苗苗-男士好物馆,1
争争服饰店,2
主持人阿喆,1
茗果爱,0
TTOUCHME官方旗舰店,2
小凤仙,0
ELLE DECO,0
老浦家旗舰店,2
寓上礼官方旗舰店,2
宇恒饰品,2
魏掌柜小店,2
黄小妞,2
庄达菲,1
美兰合服饰,2
竹竿老翁,2
铭兴商行,2
铜山里咖啡旗舰店,2
杨氏小王子,0
原谷雨林,0
淼尊,0
丹丹生活,1
醉月兰,0
广州加厨宝文化传媒有限公司的小店,2
MOLYVIVI女装旗舰店,2
跳优选,2
小爱日记,1
孙大圣严选,2
丹姐钞可爱,1
Baiyth,0
回力吉恩鞋类专卖店,2
北京优米优品,2
锡祥记,0
陈敏,1
陈昱林,1
拓普百货甄选,2
棉竹熊,0
津日喜食品,2
正能量袁哥健身（正常饮食看身体改变）,1
百年仲氏,0
米桃学妹,1
菲米娜万马内衣专卖店,2
艾儿乐护肤专营店,2
33,0
fanxiaolan,0
俪人优选,2
花姐🌸,1
KVK,0
Jinho,0
王爱莎！可爱,1
Cailv Keiini时尚配饰,2
俄罗斯🇷🇺娜美,1
持泰泰泰,1
不是很乖,1
锦囊thought,1
编剧雷神,1
1234445555q,1
中欧官方旗舰店,2
辰财精选,2
菲爷｜京城探秘玫瑰,1
绿子💚MJ品牌女装,1
雷誉电子商行,2
诚芯数码,2
皮皮姐 👄,1
九戒专营店,2
HING Yu,1
汤山老王,1
你的芽芽,1
靖众饰品专营店,2
演员于震,1
肉肉卡麦酱（40岁逆袭版）,1
gulifang,0
小妞妞零食铺,2
塔里木河旗舰店,2
美业黑马BOBO带你做同城直播,1
永芳,0
捷瑞卫生纸巾工厂店,2
steam游戏,1
虎师傅,0
班利鲨,0
宁夏牧旅盐池滩羊肉,1
xingxing888888.,1
玖凤楼黄金名品店,2
KAISIDA SPORTS,0
老婆爱吃巧乐兹,1
小叶老师手机摄影｜12月海南旅拍训练营,1
途禾车品,2
惠品轩,2
华哥的美食,1
春晓小号^唱歌,1
两朵金花生鲜,2
麦谷村官方旗舰店,2
美誉之星衣物清洁专售店,2
樱桃麻麻🍒(孕晚期),1
金毛大美哈雷,1
dōng fāng xiān shēng shuō zhū bǎo,0
缘来似梦,1
香香果源,1
